t_sec,target_kbps,loss_based_kbps,delay_based_kbps,fraction_loss,rtt_ms
13.451,8315,8315,8315,0,8
13.473,8348,8348,8348,0,8
13.477,8348,8348,8348,0,8
13.482,8348,8348,8348,0,8
13.500,8348,8348,8348,0,8
13.517,8348,8348,8348,0,25
13.523,8348,8348,8348,0,25
13.527,8348,8348,8348,0,25
13.551,8348,8348,8348,0,17
13.573,8381,8381,8381,0,2
13.577,8381,8381,8381,0,2
13.589,8381,8381,8381,0,9
13.601,8381,8381,8381,0,9
13.623,8381,8381,8381,0,9
13.624,8414,8414,8414,0,9
13.626,8414,8414,8414,0,9
13.652,8414,8414,8414,0,5
13.675,8414,8414,8414,0,2
13.675,8414,8414,8414,0,2
13.702,8414,8414,8414,0,2
13.726,8447,8447,8447,0,2
13.726,8447,8447,8447,0,2
13.733,8447,8447,8447,0,8
13.752,8447,8447,8447,0,8
13.766,8447,8447,8447,0,9
13.776,8447,8447,8447,0,9
13.776,8447,8447,8447,0,9
13.801,8447,8447,8447,0,2
13.826,8447,8447,8447,0,2
13.827,8480,8480,8480,0,2
13.851,8480,8480,8480,0,2
13.874,8480,8480,8480,0,8
13.877,8480,8480,8480,0,8
13.877,8513,8513,8513,0,8
13.900,8513,8513,8513,0,8
13.927,8513,8513,8513,0,11
13.928,8513,8513,8513,0,11
13.951,8513,8513,8513,0,11
13.975,8513,8513,8513,0,11
13.978,8546,8546,8546,0,11
14.001,8546,8546,8546,0,10
14.014,8546,8546,8546,0,11
14.026,8546,8546,8546,0,11
14.029,8546,8546,8546,0,11
14.050,8546,8546,8546,0,18
14.051,8546,8546,8546,0,18
14.076,8546,8546,8546,0,18
14.080,8580,8580,8580,0,18
14.100,8580,8580,8580,0,18
14.120,8580,8580,8580,0,11
14.127,8580,8580,8580,0,11
14.130,8580,8580,8580,0,11
14.152,8580,8580,8580,0,11
14.176,8580,8580,8580,0,12
14.181,8613,8613,8613,0,6
14.200,8613,8613,8613,0,6
14.226,8613,8613,8613,0,6
14.231,8613,8613,8613,0,6
14.251,8613,8613,8613,0,5
14.277,8613,8613,8613,0,5
14.281,8613,8613,8613,0,11
14.301,8613,8613,8613,0,11
14.325,8613,8613,8613,0,11
14.332,8647,8647,8647,0,11
14.351,8647,8647,8647,0,7
14.376,8647,8647,8647,0,7
14.383,8647,8647,8647,0,7
14.401,8647,8647,8647,0,5
14.426,8647,8647,8647,0,5
14.433,8680,8680,8680,0,5
14.450,8680,8680,8680,0,5
14.473,8680,8680,8680,0,16
14.476,8680,8680,8680,0,16
14.484,8680,8680,8680,0,21
14.501,8680,8680,8680,0,21
14.526,8680,8680,8680,0,5
14.535,8715,8715,8715,0,5
14.551,8715,8715,8715,0,5
14.577,8715,8715,8715,0,5
14.579,8715,8715,8715,0,4
14.586,8715,8715,8715,0,4
14.600,8715,8715,8715,0,3
14.627,8715,8715,8715,0,3
14.637,8715,8715,8715,0,3
14.650,8715,8715,8715,0,2
14.677,8715,8715,8715,0,2
14.685,8715,8715,8715,0,2
14.686,8748,8748,8748,0,2
14.701,8748,8748,8748,0,2
14.719,8748,8748,8748,0,3
14.726,8748,8748,8748,0,3
14.736,8748,8748,8748,0,3
14.751,8748,8748,8748,0,3
14.775,8748,8748,8748,0,22
14.787,8782,8782,8782,0,22
14.802,8782,8782,8782,0,22
14.826,8782,8782,8782,0,2
14.838,8782,8782,8782,0,2
14.851,8782,8782,8782,0,2
14.877,8782,8782,8782,0,3
14.889,8816,8816,8816,0,3
14.901,8816,8816,8816,0,3
14.925,8816,8816,8816,0,27
14.938,8816,8816,8816,0,27
14.951,8816,8816,8816,0,3
14.977,8816,8816,8816,0,3
14.989,8851,8851,8851,0,2
15.001,8851,8851,8851,0,2
15.025,8851,8851,8851,0,2
15.040,8851,8851,8851,0,2
15.052,8851,8851,8851,0,3
15.076,8851,8851,8851,0,3
15.090,8851,8851,8851,0,2
15.101,8851,8851,8851,0,2
15.106,8851,8851,8851,0,2
15.126,8851,8851,8851,0,2
15.141,8886,8886,8886,0,2
15.151,8886,8886,8886,0,2
15.177,8886,8886,8886,0,2
15.191,8886,8886,8886,0,2
15.201,8886,8886,8886,0,2
15.213,8886,8886,8886,0,2
15.226,8886,8886,8886,0,2
15.241,8921,8921,8921,0,2
15.248,8921,8921,8921,0,2
15.251,8921,8921,8921,0,2
15.276,8921,8921,8921,0,3
15.293,8921,8921,8921,0,3
15.300,8921,8921,8921,0,2
15.327,8921,8921,8921,0,2
15.344,8955,8955,8955,0,3
15.351,8955,8955,8955,0,3
15.376,8955,8955,8955,0,29
15.394,8990,8990,8990,0,33
15.402,8990,8990,8990,0,33
15.423,8990,8990,8990,0,25
15.425,8990,8990,8990,0,25
15.445,8990,8990,8990,0,25
15.452,8990,8990,8990,0,24
15.476,8990,8990,8990,0,22
15.495,9025,9025,9025,0,22
15.500,9025,9025,9025,0,22
15.527,9025,9025,9025,0,2
15.545,9025,9025,9025,0,2
15.552,9025,9025,9025,0,2
15.565,9025,9025,9025,0,2
15.576,9025,9025,9025,0,2
15.596,9060,9060,9060,0,2
15.602,9060,9060,9060,0,2
15.626,9060,9060,9060,0,30
15.646,9060,9060,9060,0,16
15.651,9060,9060,9060,0,16
15.677,9060,9060,9060,0,16
15.696,9096,9096,9096,0,27
15.702,9096,9096,9096,0,27
15.726,9096,9096,9096,0,15
15.743,9096,9096,9096,0,18
15.747,9096,9096,9096,0,18
15.750,9096,9096,9096,0,18
15.776,9096,9096,9096,0,18
15.778,9096,9096,9096,0,19
15.797,9096,9096,9096,0,19
15.801,9096,9096,9096,0,19
15.813,9096,9096,9096,0,19
15.827,9096,9096,9096,0,19
15.849,9096,9096,9096,0,19
15.851,9096,9096,9096,0,19
15.875,9096,9096,9096,0,39
15.899,9131,9131,9131,0,39
15.902,9131,9131,9131,0,39
15.915,9131,9131,9131,0,28
15.926,9131,9131,9131,0,28
15.949,9131,9131,9131,0,28
15.951,9131,9131,9131,0,28
15.975,9131,9131,9131,0,28
15.987,9131,9131,9131,0,14
15.999,4640,4640,4640,0,14
16.001,4640,4640,4640,0,14
16.021,4640,4640,4640,0,9
16.027,4640,4640,4640,0,9
16.050,4640,4640,4640,0,9
16.050,4640,4640,4640,0,3
16.076,4640,4640,4640,0,3
16.090,4640,4640,4640,0,3
16.101,4640,4640,4640,0,3
16.101,4640,4640,4640,0,3
16.124,4640,4640,4640,0,21
16.126,4640,4640,4640,0,21
16.151,4640,4640,4640,0,22
16.152,4658,4658,4658,0,22
16.176,4658,4658,4658,0,22
16.194,4658,4658,4658,0,14
16.202,4658,4658,4658,0,14
16.203,4677,4677,4677,0,14
16.225,4677,4677,4677,0,21
16.252,4677,4677,4677,0,2
16.253,4694,4694,4694,0,2
16.276,4694,4694,4694,0,2
16.297,4694,4694,4694,0,2
16.301,4694,4694,4694,0,2
16.303,4713,4713,4713,0,2
16.325,4713,4713,4713,0,30
16.352,4713,4713,4713,0,5
16.353,4713,4713,4713,0,5
16.377,4713,4713,4713,0,7
16.400,4713,4713,4713,0,2
16.404,4714,4714,4714,0,2
16.427,4714,4714,4714,0,2
16.438,4714,4714,4714,0,19
16.450,4714,4714,4714,0,19
16.455,4732,4732,4732,0,19
16.477,4732,4732,4732,0,19
16.502,4732,4732,4732,0,2
16.504,4750,4750,4750,0,2
16.509,4750,4750,4750,0,3
16.526,4750,4750,4750,0,3
16.544,4750,4750,4750,0,2
16.551,4750,4750,4750,0,2
16.555,4769,4769,4769,0,2
16.576,4769,4769,4769,0,2
16.579,4769,4769,4769,0,3
16.600,4769,4769,4769,0,3
16.606,4788,4788,4788,0,2
16.627,4788,4788,4788,0,2
16.650,4788,4788,4788,0,2
16.656,4806,4806,4806,0,2
16.676,4806,4806,4806,0,2
16.701,4806,4806,4806,0,2
16.707,4825,4825,4825,0,2
16.720,4825,4825,4825,0,4
16.726,4825,4825,4825,0,4
16.752,4825,4825,4825,0,4
16.757,4825,4825,4825,0,12
16.801,4825,4825,4825,0,2
16.807,4844,4844,4844,0,2
16.825,4844,4844,4844,0,2
16.851,4844,4844,4844,0,3
16.858,4863,4863,4863,0,3
16.876,4863,4863,4863,0,3
16.902,4863,4863,4863,0,3
16.909,4882,4882,4882,0,17
16.926,4882,4882,4882,0,17
16.930,4882,4882,4882,0,6
16.952,4882,4882,4882,0,6
16.960,4901,4901,4901,0,6
16.976,4901,4901,4901,0,2
17.001,4901,4901,4901,0,2
17.010,4920,4920,4920,0,2
17.025,4920,4920,4920,0,2
17.052,4920,4920,4920,0,2
17.061,4939,4939,4939,0,2
17.076,4939,4939,4939,0,2
17.100,4939,4939,4939,0,17
17.111,4958,4958,4958,0,17
17.127,4958,4958,4958,0,17
17.150,4958,4958,4958,0,17
17.163,4978,4978,4978,0,2
17.176,4978,4978,4978,0,2
17.202,4978,4978,4978,0,7
17.209,4978,4978,4978,0,2
17.212,4997,4997,4997,0,2
17.226,4997,4997,4997,0,2
17.251,4997,4997,4997,0,2
17.262,5016,5016,5016,0,2
17.276,5016,5016,5016,0,2
17.301,5016,5016,5016,0,2
17.314,5036,5036,5036,0,2
17.327,5036,5036,5036,0,3
17.352,5036,5036,5036,0,3
17.363,5055,5055,5055,0,3
17.376,5055,5055,5055,0,2
17.386,5055,5055,5055,0,6
17.401,5055,5055,5055,0,6
17.413,5075,5075,5075,0,6
17.421,5075,5075,5075,0,3
17.427,5075,5075,5075,0,3
17.452,5075,5075,5075,0,2
17.502,5075,5075,5075,0,3
17.513,5094,5094,5094,0,3
17.526,5094,5094,5094,0,2
17.552,5094,5094,5094,0,2
17.564,5115,5115,5115,0,2
17.576,5115,5115,5115,0,2
17.600,5115,5115,5115,0,2
17.614,5134,5134,5134,0,2
17.625,5134,5134,5134,0,2
17.632,5134,5134,5134,0,10
17.651,5134,5134,5134,0,10
17.664,5154,5154,5154,0,2
17.676,5154,5154,5154,0,2
17.702,5154,5154,5154,0,2
17.714,5174,5174,5174,0,3
17.726,5174,5174,5174,0,3
17.751,5174,5174,5174,0,4
17.765,5194,5194,5194,0,2
17.776,5194,5194,5194,0,2
17.801,5194,5194,5194,0,2
17.808,5194,5194,5194,0,3
17.816,5215,5215,5215,0,3
17.826,5215,5215,5215,0,3
17.844,5215,5215,5215,0,2
17.850,5215,5215,5215,0,2
17.866,5234,5234,5234,0,2
17.876,5234,5234,5234,0,2
17.878,5234,5234,5234,0,2
17.902,5234,5234,5234,0,2
17.916,5255,5255,5255,0,2
17.926,5255,5255,5255,0,2
17.948,5255,5255,5255,0,4
17.950,5255,5255,5255,0,4
17.967,5275,5275,5275,0,4
17.976,5275,5275,5275,0,4
17.984,5275,5275,5275,0,7
18.002,5275,5275,5275,0,2
18.017,5296,5296,5296,0,2
18.026,5296,5296,5296,0,2
18.051,5296,5296,5296,0,2
18.068,5317,5317,5317,0,3
18.076,5317,5317,5317,0,3
18.101,5317,5317,5317,0,6
18.118,5337,5337,5337,0,7
18.126,5337,5337,5337,0,7
18.151,5337,5337,5337,0,7
18.160,5337,5337,5337,0,3
18.177,5337,5337,5337,0,2
18.219,5357,5357,5357,0,12
18.226,5357,5357,5357,0,12
18.252,5357,5357,5357,0,12
18.265,5357,5357,5357,0,2
18.269,5378,5378,5378,0,2
18.275,5378,5378,5378,0,2
18.301,5378,5378,5378,0,2
18.320,5399,5399,5399,0,2
18.327,5399,5399,5399,0,2
18.351,5399,5399,5399,0,2
18.369,5420,5420,5420,0,2
18.375,5420,5420,5420,0,2
18.401,5420,5420,5420,0,2
18.419,5441,5441,5441,0,3
18.426,5441,5441,5441,0,3
18.452,5441,5441,5441,0,3
18.471,5462,5462,5462,0,3
18.476,5462,5462,5462,0,3
18.501,5462,5462,5462,0,6
18.546,5462,5462,5462,0,2
18.572,5484,5484,5484,0,20
18.577,5484,5484,5484,0,20
18.600,5484,5484,5484,0,2
18.617,5484,5484,5484,0,9
18.653,5484,5484,5484,0,12
18.672,5506,5506,5506,0,12
18.677,5506,5506,5506,0,12
18.700,5506,5506,5506,0,3
18.722,5506,5506,5506,0,2
18.723,5527,5527,5527,0,2
18.727,5527,5527,5527,0,2
18.751,5527,5527,5527,0,2
18.776,5550,5550,5550,0,2
18.776,5550,5550,5550,0,2
18.794,5550,5550,5550,0,3
18.801,5550,5550,5550,0,3
18.825,5571,5571,5571,0,3
18.826,5571,5571,5571,0,3
18.851,5571,5571,5571,0,3
18.875,5592,5592,5592,0,7
18.877,5592,5592,5592,0,7
18.900,5592,5592,5592,0,7
18.926,5592,5592,5592,0,7
18.927,5614,5614,5614,0,7
18.951,5614,5614,5614,0,11
18.972,5614,5614,5614,0,2
18.977,5614,5614,5614,0,2
18.977,5636,5636,5636,0,2
19.001,5636,5636,5636,0,2
19.006,5636,5636,5636,0,2
19.026,5636,5636,5636,0,2
19.028,5658,5658,5658,0,2
19.036,5658,5658,5658,0,3
19.051,5658,5658,5658,0,3
19.074,5658,5658,5658,0,2
19.076,5658,5658,5658,0,2
19.101,5658,5658,5658,0,3
19.126,5658,5658,5658,0,4
19.130,5681,5681,5681,0,4
19.152,5681,5681,5681,0,4
19.175,5681,5681,5681,0,10
19.179,5703,5703,5703,0,10
19.201,5703,5703,5703,0,2
19.227,5703,5703,5703,0,2
19.229,5725,5725,5725,0,2
19.277,5725,5725,5725,0,7
19.280,5747,5747,5747,0,7
19.301,5747,5747,5747,0,3
19.320,5747,5747,5747,0,5
19.326,5747,5747,5747,0,5
19.331,5770,5770,5770,0,5
19.351,5770,5770,5770,0,5
19.375,5770,5770,5770,0,2
19.382,5792,5792,5792,0,2
19.390,5792,5792,5792,0,12
19.401,5792,5792,5792,0,12
19.426,5792,5792,5792,0,2
19.484,5815,5815,5815,0,5
19.501,5815,5815,5815,0,5
19.526,5815,5815,5815,0,3
19.550,5815,5815,5815,0,2
19.576,5815,5815,5815,0,3
19.586,5838,5838,5838,0,3
19.601,5838,5838,5838,0,3
19.625,5838,5838,5838,0,2
19.635,5860,5860,5860,0,2
19.652,5860,5860,5860,0,2
19.671,5860,5860,5860,0,11
19.675,5860,5860,5860,0,11
19.688,5884,5884,5884,0,11
19.702,5884,5884,5884,0,11
19.706,5884,5884,5884,0,10
19.725,5884,5884,5884,0,10
19.737,5907,5907,5907,0,2
19.751,5907,5907,5907,0,2
19.776,5907,5907,5907,0,3
19.788,5930,5930,5930,0,3
19.801,5930,5930,5930,0,3
19.813,5930,5930,5930,0,12
19.826,5930,5930,5930,0,12
19.838,5953,5953,5953,0,12
19.847,5953,5953,5953,0,11
19.852,5953,5953,5953,0,11
19.876,5953,5953,5953,0,11
19.885,5953,5953,5953,0,7
19.889,5976,5976,5976,0,7
19.901,5976,5976,5976,0,7
19.920,5976,5976,5976,0,2
19.927,5976,5976,5976,0,2
19.940,5999,5999,5999,0,2
19.950,5999,5999,5999,0,2
19.977,5999,5999,5999,0,15
19.991,6023,6023,6023,0,15
20.000,6023,6023,6023,0,9
20.027,6023,6023,6023,0,9
20.043,6047,6047,6047,0,18
20.050,6047,6047,6047,0,18
20.059,6047,6047,6047,0,16
20.076,6047,6047,6047,0,16
20.092,6070,6070,6070,0,3
20.101,6070,6070,6070,0,3
20.127,6070,6070,6070,0,17
20.142,6094,6094,6094,0,17
20.150,6094,6094,6094,0,17
20.165,6094,6094,6094,0,4
20.177,6094,6094,6094,0,4
20.193,6117,6117,6117,0,12
20.200,6117,6117,6117,0,12
20.226,6117,6117,6117,0,13
20.243,6141,6141,6141,0,13
20.251,6141,6141,6141,0,12
20.271,6141,6141,6141,0,10
20.276,6141,6141,6141,0,10
20.294,6165,6165,6165,0,10
20.301,6165,6165,6165,0,10
20.326,6165,6165,6165,0,10
20.343,6165,6165,6165,0,2
20.344,6189,6189,6189,0,2
20.352,6189,6189,6189,0,2
20.376,6189,6189,6189,0,2
20.396,6214,6214,6214,0,23
20.400,6214,6214,6214,0,23
20.427,6214,6214,6214,0,23
20.445,6214,6214,6214,0,14
20.446,6238,6238,6238,0,14
20.451,6238,6238,6238,0,14
20.476,6238,6238,6238,0,17
20.499,6263,6263,6263,0,17
20.500,6263,6263,6263,0,4
20.526,6263,6263,6263,0,4
20.548,6287,6287,6287,0,2
20.552,6287,6287,6287,0,2
20.576,6287,6287,6287,0,2
20.589,6287,6287,6287,0,3
20.598,6311,6311,6311,0,3
20.601,6311,6311,6311,0,3
20.623,6311,6311,6311,0,2
20.626,6311,6311,6311,0,2
20.649,6336,6336,6336,0,2
20.652,6336,6336,6336,0,2
20.659,6336,6336,6336,0,7
20.675,6336,6336,6336,0,7
20.701,6361,6361,6361,0,17
20.701,6361,6361,6361,0,17
20.726,6361,6361,6361,0,17
20.732,6361,6361,6361,0,9
20.751,6386,6386,6386,0,9
20.752,6386,6386,6386,0,9
20.767,6386,6386,6386,0,9
20.775,6386,6386,6386,0,9
20.802,6386,6386,6386,0,19
20.802,6411,6411,6411,0,19
20.826,6411,6411,6411,0,19
20.837,6411,6411,6411,0,2
20.851,6411,6411,6411,0,2
20.853,6436,6436,6436,0,2
20.869,6436,6436,6436,0,2
20.877,6436,6436,6436,0,2
20.901,6436,6436,6436,0,2
20.903,6461,6461,6461,0,2
20.927,6461,6461,6461,0,2
20.951,6461,6461,6461,0,2
20.955,6487,6487,6487,0,8
20.975,6487,6487,6487,0,2
20.976,6487,6487,6487,0,2
21.001,6487,6487,6487,0,2
21.004,6512,6512,6512,0,2
21.027,6512,6512,6512,0,2
21.050,6512,6512,6512,0,2
21.056,6538,6538,6538,0,2
21.077,6538,6538,6538,0,3
21.100,6538,6538,6538,0,3
21.105,6563,6563,6563,0,2
21.127,6563,6563,6563,0,2
21.151,6563,6563,6563,0,7
21.155,6588,6588,6588,0,7
21.176,6588,6588,6588,0,2
21.200,6588,6588,6588,0,2
21.207,6614,6614,6614,0,2
21.226,6614,6614,6614,0,2
21.252,6614,6614,6614,0,2
21.256,6639,6639,6639,0,2
21.275,6639,6639,6639,0,2
21.302,6639,6639,6639,0,2
21.306,6665,6665,6665,0,2
21.325,6665,6665,6665,0,29
21.351,6665,6665,6665,0,25
21.357,6691,6691,6691,0,25
21.376,6691,6691,6691,0,11
21.398,6691,6691,6691,0,14
21.402,6691,6691,6691,0,14
21.407,6717,6717,6717,0,14
21.425,6717,6717,6717,0,3
21.451,6717,6717,6717,0,5
21.458,6743,6743,6743,0,5
21.476,6743,6743,6743,0,5
21.502,6743,6743,6743,0,2
21.508,6769,6769,6769,0,2
21.527,6769,6769,6769,0,3
21.551,6769,6769,6769,0,3
21.560,6796,6796,6796,0,2
21.575,6796,6796,6796,0,2
21.601,6796,6796,6796,0,2
21.610,6822,6822,6822,0,2
21.626,6822,6822,6822,0,2
21.645,6822,6822,6822,0,2
21.650,6822,6822,6822,0,2
21.660,6849,6849,6849,0,2
21.677,6849,6849,6849,0,2
21.701,6849,6849,6849,0,2
21.710,6875,6875,6875,0,2
21.725,6875,6875,6875,0,3
21.752,6875,6875,6875,0,3
21.760,6902,6902,6902,0,3
21.776,6902,6902,6902,0,32
21.800,6902,6902,6902,0,13
21.812,6929,6929,6929,0,13
21.826,6929,6929,6929,0,13
21.852,6929,6929,6929,0,3
21.862,6956,6956,6956,0,3
21.876,6956,6956,6956,0,5
21.902,6956,6956,6956,0,6
21.914,6984,6984,6984,0,6
21.927,6984,6984,6984,0,6
21.951,6984,6984,6984,0,14
21.961,6984,6984,6984,0,3
22.014,7011,7011,7011,0,3
22.027,7011,7011,7011,0,2
22.051,7011,7011,7011,0,3
22.065,7038,7038,7038,0,3
22.075,7038,7038,7038,0,3
22.101,7038,7038,7038,0,5
22.115,7065,7065,7065,0,2
22.126,7065,7065,7065,0,2
22.151,7065,7065,7065,0,2
22.166,7094,7094,7094,0,16
22.177,7094,7094,7094,0,16
22.201,7094,7094,7094,0,10
22.209,7094,7094,7094,0,10
22.216,7121,7121,7121,0,10
22.225,7121,7121,7121,0,10
22.251,7121,7121,7121,0,8
22.268,7149,7149,7149,0,8
22.276,7149,7149,7149,0,8
22.301,7149,7149,7149,0,2
22.317,7176,7176,7176,0,2
22.325,7176,7176,7176,0,2
22.347,7176,7176,7176,0,3
22.351,7176,7176,7176,0,3
22.368,7205,7205,7205,0,2
22.377,7205,7205,7205,0,2
22.401,7205,7205,7205,0,2
22.419,7233,7233,7233,0,2
22.426,7233,7233,7233,0,4
22.451,7233,7233,7233,0,4
22.469,7261,7261,7261,0,18
22.477,7261,7261,7261,0,18
22.488,7261,7261,7261,0,8
22.501,7261,7261,7261,0,3
22.520,7289,7289,7289,0,3
22.526,7289,7289,7289,0,3
22.551,7289,7289,7289,0,2
22.570,7317,7317,7317,0,2
22.593,7317,7317,7317,0,3
22.621,7346,7346,7346,0,2
22.627,7346,7346,7346,0,2
22.651,7346,7346,7346,0,2
22.671,7375,7375,7375,0,2
22.677,7375,7375,7375,0,2
22.698,7375,7375,7375,0,13
22.701,7375,7375,7375,0,13
22.721,7403,7403,7403,0,13
22.725,7403,7403,7403,0,19
22.750,7403,7403,7403,0,19
22.772,7432,7432,7432,0,19
22.776,7432,7432,7432,0,19
22.802,7432,7432,7432,0,2
22.823,7461,7461,7461,0,2
22.826,7461,7461,7461,0,2
22.851,7461,7461,7461,0,2
22.874,7491,7491,7491,0,2
22.877,7491,7491,7491,0,2
22.902,7491,7491,7491,0,4
22.923,7519,7519,7519,0,3
22.926,7519,7519,7519,0,3
22.950,7519,7519,7519,0,3
22.973,7548,7548,7548,0,2
22.977,7548,7548,7548,0,2
23.000,7548,7548,7548,0,2
23.016,7548,7548,7548,0,3
23.050,7548,7548,7548,0,10
23.074,7577,7577,7577,0,10
23.076,7577,7577,7577,0,10
23.089,7577,7577,7577,0,20
23.102,7577,7577,7577,0,20
23.123,7577,7577,7577,0,20
23.124,7606,7606,7606,0,20
23.126,7606,7606,7606,0,20
23.151,7606,7606,7606,0,41
23.175,7636,7636,7636,0,34
23.177,7636,7636,7636,0,34
23.201,7636,7636,7636,0,34
23.225,7636,7636,7636,0,2
23.226,7636,7636,7636,0,2
23.226,7666,7666,7666,0,2
23.250,7666,7666,7666,0,2
23.260,7666,7666,7666,0,2
23.277,7666,7666,7666,0,2
23.277,7696,7696,7696,0,2
23.295,7696,7696,7696,0,2
23.301,7696,7696,7696,0,2
23.326,7696,7696,7696,0,2
23.328,7727,7727,7727,0,2
23.331,7727,7727,7727,0,3
23.352,7727,7727,7727,0,3
23.367,7727,7727,7727,0,4
23.376,7727,7727,7727,0,4
23.379,7757,7757,7757,0,4
23.401,7757,7757,7757,0,14
23.426,7757,7757,7757,0,14
23.429,7787,7787,7787,0,14
23.450,7787,7787,7787,0,14
23.474,7787,7787,7787,0,6
23.476,7787,7787,7787,0,6
23.529,7816,7816,7816,0,6
23.545,7816,7816,7816,0,2
23.552,7816,7816,7816,0,2
23.577,7816,7816,7816,0,2
23.580,7847,7847,7847,0,2
23.602,7847,7847,7847,0,2
23.627,7847,7847,7847,0,22
23.630,7847,7847,7847,0,22
23.651,7847,7847,7847,0,22
23.676,7847,7847,7847,0,2
23.681,7848,7848,7848,0,2
23.701,7848,7848,7848,0,19
23.726,7848,7848,7848,0,7
23.732,7848,7848,7848,0,7
23.751,7848,7848,7848,0,7
23.777,7848,7848,7848,0,7
23.781,7877,7877,7877,0,7
23.791,7877,7877,7877,0,13
23.802,7877,7877,7877,0,13
23.826,7877,7877,7877,0,13
23.832,7908,7908,7908,0,13
23.852,7908,7908,7908,0,13
23.860,7908,7908,7908,0,16
23.876,7908,7908,7908,0,16
23.882,7908,7908,7908,0,16
23.894,7908,7908,7908,0,11
23.901,7908,7908,7908,0,11
23.925,7908,7908,7908,0,11
23.933,7939,7939,7939,0,11
23.952,7939,7939,7939,0,7
23.976,7939,7939,7939,0,7
23.984,7970,7970,7970,0,7
24.001,7970,7970,7970,0,12
24.027,7970,7970,7970,0,2
24.033,8001,8001,8001,0,2
24.051,8001,8001,8001,0,2
24.068,8001,8001,8001,0,28
24.077,8001,8001,8001,0,28
24.084,8001,8001,8001,0,28
24.101,8001,8001,8001,0,28
24.105,8001,8001,8001,0,6
24.126,8001,8001,8001,0,6
24.135,8001,8001,8001,0,6
24.151,8001,8001,8001,0,19
24.175,8001,8001,8001,0,19
24.185,8001,8001,8001,0,19
24.202,8001,8001,8001,0,8
24.225,8001,8001,8001,0,24
24.236,8032,8032,8032,0,24
24.252,8032,8032,8032,0,24
24.277,8032,8032,8032,0,20
24.286,8063,8063,8063,0,20
24.302,8063,8063,8063,0,20
24.316,8063,8063,8063,0,8
24.325,8063,8063,8063,0,8
24.386,8094,8094,8094,0,7
24.401,8094,8094,8094,0,5
24.426,8094,8094,8094,0,5
24.436,8125,8125,8125,0,17
24.451,8125,8125,8125,0,17
24.460,8125,8125,8125,0,24
24.477,8125,8125,8125,0,24
24.488,8158,8158,8158,0,24
24.501,8158,8158,8158,0,3
24.526,8158,8158,8158,0,3
24.538,8189,8189,8189,0,34
24.550,8189,8189,8189,0,34
24.562,8189,8189,8189,0,11
24.577,8189,8189,8189,0,11
24.590,8222,8222,8222,0,11
24.602,8222,8222,8222,0,11
24.627,8222,8222,8222,0,3
24.632,8222,8222,8222,0,11
24.667,8222,8222,8222,0,12
24.676,8222,8222,8222,0,21
24.690,8254,8254,8254,0,21
24.702,8254,8254,8254,0,11
24.726,8254,8254,8254,0,10
24.737,8254,8254,8254,0,17
24.741,8286,8286,8286,0,17
24.751,8286,8286,8286,0,17
24.775,8286,8286,8286,0,17
24.792,8286,8286,8286,0,2
24.808,8286,8286,8286,0,4
24.843,8319,8319,8319,0,4
24.851,8319,8319,8319,0,4
24.875,8319,8319,8319,0,4
24.894,8319,8319,8319,0,4
24.901,8319,8319,8319,0,4
24.916,8319,8319,8319,0,3
24.927,8319,8319,8319,0,3
24.945,8352,8352,8352,0,3
24.950,8352,8352,8352,0,2
24.976,8352,8352,8352,0,10
24.995,8352,8352,8352,0,10
25.002,8352,8352,8352,0,10
25.019,8352,8352,8352,0,8
25.025,8352,8352,8352,0,8
25.046,8352,8352,8352,0,8
25.052,8352,8352,8352,0,24
25.076,8352,8352,8352,0,2
25.124,8352,8352,8352,0,4
25.146,8385,8385,8385,0,5
25.152,8385,8385,8385,0,5
25.176,8385,8385,8385,0,2
25.195,8385,8385,8385,0,2
25.197,8417,8417,8417,0,2
25.201,8417,8417,8417,0,2
25.226,8417,8417,8417,0,20
25.252,8417,8417,8417,0,25
25.298,8450,8450,8450,0,23
25.301,8450,8450,8450,0,23
25.325,8450,8450,8450,0,23
25.336,8450,8450,8450,0,2
25.348,8450,8450,8450,0,2
25.351,8450,8450,8450,0,2
25.374,8450,8450,8450,0,20
25.376,8450,8450,8450,0,20
25.400,8484,8484,8484,0,2
25.401,8484,8484,8484,0,2
25.427,8484,8484,8484,0,2
25.441,8484,8484,8484,0,15
25.449,8516,8516,8516,0,15
25.450,8516,8516,8516,0,15
25.477,8516,8516,8516,0,15
25.500,8550,8550,8550,0,15
25.500,8550,8550,8550,0,15
25.511,8550,8550,8550,0,22
25.526,8550,8550,8550,0,22
25.548,8550,8550,8550,0,2
25.550,8583,8583,8583,0,2
25.551,8583,8583,8583,0,2
25.577,8583,8583,8583,0,8
25.617,8583,8583,8583,0,20
25.650,8583,8583,8583,0,10
25.651,8583,8583,8583,0,10
25.676,8583,8583,8583,0,10
25.688,8583,8583,8583,0,13
25.751,8616,8616,8616,0,13
25.752,8616,8616,8616,0,13
25.776,8616,8616,8616,0,13
25.793,8616,8616,8616,0,4
25.801,8616,8616,8616,0,4
25.827,8616,8616,8616,0,3
25.853,8650,8650,8650,0,3
25.864,8650,8650,8650,0,11
25.876,8650,8650,8650,0,11
25.897,8650,8650,8650,0,23
25.900,8650,8650,8650,0,23
25.904,8684,8684,8684,0,23
25.927,8684,8684,8684,0,18
25.952,8684,8684,8684,0,16
