t_sec,target_kbps,loss_based_kbps,delay_based_kbps,fraction_loss,rtt_ms
26.000,8684,8684,8684,0,9
26.006,8718,8718,8718,0,9
26.027,8718,8718,8718,0,21
26.039,8718,8718,8718,0,6
26.051,8718,8718,8718,0,6
26.055,8718,8718,8718,0,6
26.075,8718,8718,8718,0,6
26.102,8718,8718,8718,0,9
26.106,8752,8752,8752,0,9
26.126,8752,8752,8752,0,18
26.151,8752,8752,8752,0,18
26.156,8752,8752,8752,0,7
26.201,8752,8752,8752,0,8
26.207,8752,8752,8752,0,8
26.227,8752,8752,8752,0,8
26.250,8752,8752,8752,0,2
26.251,8752,8752,8752,0,2
26.277,8752,8752,8752,0,3
26.302,8752,8752,8752,0,17
26.322,8752,8752,8752,0,18
26.351,8752,8752,8752,0,17
26.354,8752,8752,8752,0,30
26.359,8786,8786,8786,0,30
26.376,8786,8786,8786,0,30
26.391,8786,8786,8786,0,30
26.401,8786,8786,8786,0,30
26.425,8786,8786,8786,0,18
26.460,8821,8821,8821,0,18
26.477,8821,8821,8821,0,14
26.500,8821,8821,8821,0,14
26.511,8821,8821,8821,0,22
26.551,8821,8821,8821,0,2
26.562,8855,8855,8855,0,2
26.576,8855,8855,8855,0,2
26.600,8855,8855,8855,0,2
26.636,8855,8855,8855,0,29
26.662,8855,8855,8855,0,3
26.677,8855,8855,8855,0,3
26.700,8855,8855,8855,0,4
26.714,8855,8855,8855,0,4
26.726,8855,8855,8855,0,3
26.744,8855,8855,8855,0,10
26.752,8855,8855,8855,0,10
26.765,8855,8855,8855,0,11
26.780,8855,8855,8855,0,10
26.810,8855,8855,8855,0,31
26.816,8890,8890,8890,0,31
26.827,8890,8890,8890,0,37
26.848,8890,8890,8890,0,9
26.852,8890,8890,8890,0,9
26.916,8890,8890,8890,0,9
26.926,8890,8890,8890,0,9
26.951,8890,8890,8890,0,9
26.967,8890,8890,8890,0,8
27.002,8890,8890,8890,0,7
27.018,8892,8892,8892,0,7
27.025,8892,8892,8892,0,7
27.051,8892,8892,8892,0,21
27.069,8892,8892,8892,0,3
27.119,8894,8894,8894,0,17
27.125,8894,8894,8894,0,17
27.129,8894,8894,8894,0,4
27.151,8894,8894,8894,0,4
27.176,8894,8894,8894,0,12
27.202,8894,8894,8894,0,3
27.277,8894,8894,8894,0,24
27.302,8894,8894,8894,0,31
27.338,8894,8894,8894,0,6
27.351,8894,8894,8894,0,2
27.371,8897,8897,8897,0,2
27.377,8897,8897,8897,0,2
27.401,8897,8897,8897,0,2
27.409,8897,8897,8897,0,16
27.472,8899,8899,8899,0,10
27.476,8899,8899,8899,0,10
27.501,8899,8899,8899,0,15
27.515,8899,8899,8899,0,17
27.572,8899,8899,8899,0,17
27.577,8899,8899,8899,0,17
27.586,8899,8899,8899,0,11
27.601,8899,8899,8899,0,11
27.622,8901,8901,8901,0,11
27.626,8901,8901,8901,0,11
27.652,8901,8901,8901,0,28
27.692,8901,8901,8901,0,17
27.723,8901,8901,8901,0,17
27.725,8901,8901,8901,0,17
27.751,8901,8901,8901,0,32
27.760,8901,8901,8901,0,37
27.795,8901,8901,8901,0,16
27.801,8901,8901,8901,0,26
27.825,8903,8903,8903,0,26
27.826,8903,8903,8903,0,26
27.852,8903,8903,8903,0,2
27.901,8903,8903,8903,0,6
27.925,8903,8903,8903,0,9
27.926,8905,8905,8905,0,9
27.952,8905,8905,8905,0,9
28.002,8905,8905,8905,0,26
28.025,8905,8905,8905,0,19
28.076,8905,8905,8905,0,20
28.077,8907,8907,8907,0,20
28.101,8907,8907,8907,0,20
28.127,8907,8907,8907,0,10
28.178,8907,8907,8907,0,23
28.217,8907,8907,8907,0,22
28.229,8907,8907,8907,0,2
28.279,8910,8910,8910,0,2
28.302,8910,8910,8910,0,2
28.322,8910,8910,8910,0,3
28.326,8910,8910,8910,0,3
28.329,8910,8910,8910,0,3
28.350,8910,8910,8910,0,6
28.359,8910,8910,8910,0,8
28.375,8910,8910,8910,0,8
28.381,8912,8912,8912,0,8
28.393,8912,8912,8912,0,9
28.402,8912,8912,8912,0,9
28.425,8912,8912,8912,0,19
28.432,8914,8914,8914,0,2
28.452,8914,8914,8914,0,2
28.464,8914,8914,8914,0,2
28.476,8914,8914,8914,0,2
28.482,8914,8914,8914,0,16
28.500,8914,8914,8914,0,8
28.532,8917,8917,8917,0,8
28.551,8917,8917,8917,0,8
28.574,8917,8917,8917,0,10
28.576,8917,8917,8917,0,10
28.601,8917,8917,8917,0,3
28.610,8917,8917,8917,0,4
28.634,8917,8917,8917,0,13
28.702,8917,8917,8917,0,2
28.735,8919,8919,8919,0,2
28.751,8919,8919,8919,0,2
28.776,8919,8919,8919,0,18
28.818,8919,8919,8919,0,24
28.826,8919,8919,8919,0,4
28.853,8919,8919,8919,0,9
28.887,8921,8921,8921,0,17
28.901,8921,8921,8921,0,17
28.923,8921,8921,8921,0,4
28.926,8921,8921,8921,0,4
28.951,8921,8921,8921,0,20
28.988,8923,8923,8923,0,25
29.002,8923,8923,8923,0,25
29.026,8923,8923,8923,0,2
29.065,8923,8923,8923,0,3
29.097,8923,8923,8923,0,47
29.126,8923,8923,8923,0,15
29.170,8923,8923,8923,0,2
29.226,8923,8923,8923,0,25
29.251,8923,8923,8923,0,14
29.291,8923,8923,8923,0,2
29.326,8923,8923,8923,0,3
29.342,8925,8925,8925,0,3
29.351,8925,8925,8925,0,10
29.375,8925,8925,8925,0,10
29.392,8925,8925,8925,0,19
29.416,8925,8925,8925,0,16
29.444,8927,8927,8927,0,16
29.452,8927,8927,8927,0,16
29.477,8927,8927,8927,0,16
29.490,8927,8927,8927,0,10
29.545,8930,8930,8930,0,10
29.551,8930,8930,8930,0,38
29.576,8930,8930,8930,0,39
29.595,8931,8931,8931,0,39
29.601,8931,8931,8931,0,24
29.625,8931,8931,8931,0,7
29.626,8931,8931,8931,0,7
29.645,8931,8931,8931,0,14
29.676,8931,8931,8931,0,2
29.696,8931,8931,8931,0,2
29.702,8931,8931,8931,0,2
29.727,8931,8931,8931,0,18
29.733,8931,8931,8931,0,9
29.777,8931,8931,8931,0,6
29.797,8933,8933,8933,0,6
29.802,8933,8933,8933,0,6
29.826,8933,8933,8933,0,4
29.847,8933,8933,8933,0,4
29.850,8933,8933,8933,0,4
29.874,8933,8933,8933,0,2
29.876,8933,8933,8933,0,2
29.900,8936,8936,8936,0,3
29.902,8936,8936,8936,0,3
29.926,8936,8936,8936,0,17
29.977,8936,8936,8936,0,29
29.999,8938,8938,8938,0,19
30.001,8938,8938,8938,0,19
30.026,8938,8938,8938,0,24
30.050,8940,8940,8940,0,24
30.050,8940,8940,8940,0,24
30.076,8940,8940,8940,0,19
30.100,8940,8940,8940,0,22
30.151,8942,8942,8942,0,2
30.152,8942,8942,8942,0,2
30.176,8942,8942,8942,0,10
30.190,8942,8942,8942,0,9
30.201,8942,8942,8942,0,9
30.201,8944,8944,8944,0,9
30.226,8944,8944,8944,0,9
30.251,8944,8944,8944,0,37
30.277,8944,8944,8944,0,13
30.292,8944,8944,8944,0,10
30.351,8944,8944,8944,0,19
30.353,8944,8944,8944,0,19
30.363,8944,8944,8944,0,11
30.376,8944,8944,8944,0,11
30.398,8944,8944,8944,0,11
30.400,8944,8944,8944,0,11
30.404,8944,8944,8944,0,8
30.468,8944,8944,8944,0,13
30.501,8944,8944,8944,0,5
30.505,8946,8946,8946,0,5
30.526,8946,8946,8946,0,5
30.552,8946,8946,8946,0,5
30.574,8946,8946,8946,0,34
30.602,8946,8946,8946,0,18
30.605,8948,8948,8948,0,18
30.612,8948,8948,8948,0,20
30.626,8948,8948,8948,0,20
30.644,8948,8948,8948,0,19
30.652,8948,8948,8948,0,19
30.655,8950,8950,8950,0,19
30.676,8950,8950,8950,0,19
30.679,8950,8950,8950,0,41
30.702,8950,8950,8950,0,41
30.714,8950,8950,8950,0,25
30.750,8950,8950,8950,0,12
30.784,8950,8950,8950,0,26
30.807,8952,8952,8952,0,26
30.827,8952,8952,8952,0,2
30.850,8952,8952,8952,0,2
30.859,8955,8955,8955,0,2
30.876,8955,8955,8955,0,17
30.889,8955,8955,8955,0,16
30.901,8955,8955,8955,0,24
30.924,8955,8955,8955,0,19
30.958,8957,8957,8957,0,19
30.975,8957,8957,8957,0,19
30.995,8957,8957,8957,0,15
31.002,8957,8957,8957,0,15
31.050,8957,8957,8957,0,6
31.059,8959,8959,8959,0,6
31.069,8959,8959,8959,0,6
31.075,8959,8959,8959,0,6
31.101,8959,8959,8959,0,6
31.111,8961,8961,8961,0,6
31.125,8961,8961,8961,0,3
31.152,8961,8961,8961,0,3
31.160,8961,8961,8961,0,45
31.202,8961,8961,8961,0,13
31.241,8961,8961,8961,0,9
31.275,8961,8961,8961,0,16
31.300,8961,8961,8961,0,5
31.312,8963,8963,8963,0,5
31.327,8963,8963,8963,0,21
31.345,8963,8963,8963,0,22
31.351,8963,8963,8963,0,22
31.377,8963,8963,8963,0,23
31.402,8963,8963,8963,0,20
31.412,8965,8965,8965,0,20
31.426,8965,8965,8965,0,18
31.451,8965,8965,8965,0,18
31.477,8965,8965,8965,0,7
31.501,8965,8965,8965,0,3
31.513,8967,8967,8967,0,3
31.526,8967,8967,8967,0,3
31.525,8967,8967,8967,0,4
31.552,8967,8967,8967,0,3
31.563,8970,8970,8970,0,3
31.575,8970,8970,8970,0,3
31.601,8970,8970,8970,0,4
31.613,8970,8970,8970,0,18
31.661,8970,8970,8970,0,8
31.663,8970,8970,8970,0,8
31.675,8970,8970,8970,0,2
31.696,8970,8970,8970,0,12
31.701,8970,8970,8970,0,12
31.765,8972,8972,8972,0,12
31.766,8972,8972,8972,0,7
31.776,8972,8972,8972,0,7
31.801,8972,8972,8972,0,7
31.815,8972,8972,8972,0,17
31.851,8972,8972,8972,0,18
31.865,8972,8972,8972,0,18
31.871,8972,8972,8972,0,15
31.876,8972,8972,8972,0,15
31.902,8972,8972,8972,0,15
31.916,8972,8972,8972,0,2
31.966,8974,8974,8974,0,2
31.977,8974,8974,8974,0,2
32.000,8974,8974,8974,0,3
32.017,8976,8976,8976,0,3
32.027,8976,8976,8976,0,3
32.046,8976,8976,8976,0,3
32.051,8976,8976,8976,0,3
32.102,8976,8976,8976,0,11
32.117,8976,8976,8976,0,10
32.119,8979,8979,8979,0,10
32.125,8979,8979,8979,0,10
32.151,8979,8979,8979,0,10
32.188,8979,8979,8979,0,9
32.219,8981,8981,8981,0,9
32.225,8981,8981,8981,0,9
32.251,8981,8981,8981,0,10
32.320,8983,8983,8983,0,10
32.327,8983,8983,8983,0,8
32.351,8983,8983,8983,0,8
32.363,8983,8983,8983,0,10
32.422,8985,8985,8985,0,9
32.427,8985,8985,8985,0,9
32.437,8985,8985,8985,0,26
32.452,8985,8985,8985,0,26
32.469,8985,8985,8985,0,2
32.473,8987,8987,8987,0,2
32.476,8987,8987,8987,0,2
32.500,8987,8987,8987,0,2
32.523,8987,8987,8987,0,37
32.552,8987,8987,8987,0,4
32.575,8987,8987,8987,0,4
32.576,8987,8987,8987,0,4
32.600,8987,8987,8987,0,3
32.626,8987,8987,8987,0,18
32.645,8987,8987,8987,0,9
32.674,8990,8990,8990,0,9
32.677,8990,8990,8990,0,9
32.701,8990,8990,8990,0,3
32.714,8990,8990,8990,0,3
32.725,8990,8990,8990,0,3
32.775,8992,8992,8992,0,4
32.777,8992,8992,8992,0,4
32.800,8992,8992,8992,0,4
32.819,8992,8992,8992,0,10
32.826,8992,8992,8992,0,10
32.851,8992,8992,8992,0,11
32.894,8992,8992,8992,0,10
32.902,8992,8992,8992,0,18
32.929,9028,9028,9028,0,18
32.952,9028,9028,9028,0,17
32.976,9028,9028,9028,0,38
33.026,9028,9028,9028,0,33
33.029,9028,9028,9028,0,33
33.052,9028,9028,9028,0,23
33.075,9028,9028,9028,0,23
33.079,9028,9028,9028,0,12
33.125,9028,9028,9028,0,11
33.130,9064,9064,9064,0,11
33.152,9064,9064,9064,0,11
33.170,9064,9064,9064,0,11
33.176,9064,9064,9064,0,11
33.207,9064,9064,9064,0,7
33.231,9098,9098,9098,0,7
33.241,9098,9098,9098,0,5
33.251,9098,9098,9098,0,5
33.276,9098,9098,9098,0,6
33.300,9098,9098,9098,0,13
33.326,9098,9098,9098,0,10
33.349,9098,9098,9098,0,18
33.377,9098,9098,9098,0,2
33.383,9134,9134,9134,0,2
33.402,9134,9134,9134,0,2
33.416,9134,9134,9134,0,3
33.426,9134,9134,9134,0,2
33.450,9134,9134,9134,0,36
33.485,9170,9170,9170,0,11
33.501,9170,9170,9170,0,3
33.526,9170,9170,9170,0,3
33.535,9170,9170,9170,0,16
33.576,9170,9170,9170,0,2
33.586,9206,9206,9206,0,2
33.601,9206,9206,9206,0,2
33.626,9206,9206,9206,0,16
33.652,9206,9206,9206,0,13
33.676,9206,9206,9206,0,8
33.687,9241,9241,9241,0,8
33.701,9241,9241,9241,0,8
33.726,9241,9241,9241,0,3
33.806,9241,9241,9241,0,2
33.841,9279,9279,9279,0,2
33.851,9279,9279,9279,0,2
33.872,9279,9279,9279,0,26
33.876,9279,9279,9279,0,26
33.927,9279,9279,9279,0,11
33.941,9279,9279,9279,0,11
33.951,9279,9279,9279,0,10
33.976,9279,9279,9279,0,10
33.991,9279,9279,9279,0,4
34.041,9315,9315,9315,0,3
34.050,9315,9315,9315,0,3
34.077,9315,9315,9315,0,9
34.117,9315,9315,9315,0,3
34.142,9351,9351,9351,0,2
34.152,9351,9351,9351,0,2
34.176,9351,9351,9351,0,2
34.243,9351,9351,9351,0,3
34.262,9351,9351,9351,0,2
34.276,9351,9351,9351,0,7
34.293,9387,9387,9387,0,7
34.301,9387,9387,9387,0,7
34.326,9387,9387,9387,0,34
34.362,9387,9387,9387,0,14
34.394,9424,9424,9424,0,3
34.402,9424,9424,9424,0,3
34.425,9424,9424,9424,0,3
34.434,9424,9424,9424,0,2
34.469,9424,9424,9424,0,12
34.496,9461,9461,9461,0,12
34.501,9461,9461,9461,0,12
34.527,9461,9461,9461,0,10
34.540,9461,9461,9461,0,21
34.597,9461,9461,9461,0,4
34.610,9461,9461,9461,0,3
34.643,9461,9461,9461,0,2
34.647,9497,9497,9497,0,2
34.650,9497,9497,9497,0,2
34.676,9497,9497,9497,0,7
34.697,9497,9497,9497,0,3
34.718,9497,9497,9497,0,8
34.747,9534,9534,9534,0,8
34.750,9534,9534,9534,0,8
34.776,9534,9534,9534,0,20
34.798,9571,9571,9571,0,20
34.801,9571,9571,9571,0,20
34.819,9571,9571,9571,0,34
34.827,9571,9571,9571,0,34
34.855,9571,9571,9571,0,17
34.877,9571,9571,9571,0,15
34.926,9571,9571,9571,0,9
34.950,9571,9571,9571,0,2
34.951,9610,9610,9610,0,2
34.976,9610,9610,9610,0,2
35.027,9610,9610,9610,0,6
35.051,9610,9610,9610,0,10
35.053,9648,9648,9648,0,10
35.066,9648,9648,9648,0,2
35.077,9648,9648,9648,0,2
35.101,9648,9648,9648,0,2
35.103,9685,9685,9685,0,2
35.126,9685,9685,9685,0,2
35.136,9685,9685,9685,0,10
35.152,9685,9685,9685,0,10
35.175,9685,9685,9685,0,14
35.201,9685,9685,9685,0,12
35.204,9722,9722,9722,0,12
35.225,9722,9722,9722,0,12
35.240,9722,9722,9722,0,54
35.252,9722,9722,9722,0,54
35.255,9760,9760,9760,0,54
35.275,9760,9760,9760,0,44
35.302,9760,9760,9760,0,44
35.326,9760,9760,9760,0,24
35.381,9760,9760,9760,0,6
35.407,9798,9798,9798,0,6
35.426,9798,9798,9798,0,13
35.450,9798,9798,9798,0,13
35.500,9798,9798,9798,0,14
35.509,9798,9798,9798,0,14
35.527,9798,9798,9798,0,14
35.550,9798,9798,9798,0,16
35.592,9798,9798,9798,0,2
35.650,9798,9798,9798,0,8
35.660,9837,9837,9837,0,8
35.677,9837,9837,9837,0,8
35.697,9837,9837,9837,0,26
35.701,9837,9837,9837,0,26
35.726,9837,9837,9837,0,3
35.761,9875,9875,9875,0,16
35.777,9875,9875,9875,0,16
35.802,9875,9875,9875,0,5
35.827,9875,9875,9875,0,2
35.863,9915,9915,9915,0,2
35.877,9915,9915,9915,0,2
35.902,9915,9915,9915,0,9
35.926,9915,9915,9915,0,16
35.965,9915,9915,9915,0,9
36.002,9915,9915,9915,0,2
36.047,9915,9915,9915,0,5
36.116,9952,9952,9952,0,26
36.127,9952,9952,9952,0,26
36.152,9952,9952,9952,0,25
36.155,9952,9952,9952,0,36
36.202,9952,9952,9952,0,39
36.217,9991,9991,9991,0,27
36.226,9991,9991,9991,0,27
36.251,9991,9991,9991,0,2
36.276,9991,9991,9991,0,9
36.319,10031,10031,10031,0,9
36.326,10031,10031,10031,0,9
36.350,10031,10031,10031,0,9
36.364,10031,10031,10031,0,33
36.368,10031,10031,10031,0,33
36.376,10031,10031,10031,0,33
36.399,10031,10031,10031,0,32
36.402,10031,10031,10031,0,32
36.426,10031,10031,10031,0,25
36.469,10070,10070,10070,0,21
36.476,10070,10070,10070,0,21
36.500,10070,10070,10070,0,21
36.505,10070,10070,10070,0,26
36.527,10070,10070,10070,0,14
36.570,9161,9161,9161,0,22
36.577,9161,9161,9161,0,22
36.601,9161,9161,9161,0,22
36.620,5233,5233,5233,0,22
36.644,5233,5233,5233,0,52
36.677,5233,5233,5233,0,25
36.722,5254,5254,5254,0,25
36.726,5254,5254,5254,0,36
36.748,5254,5254,5254,0,24
36.752,5254,5254,5254,0,24
36.771,5274,5274,5274,0,24
36.776,5274,5274,5274,0,13
36.801,5274,5274,5274,0,7
36.822,5294,5294,5294,0,7
36.826,5294,5294,5294,0,7
36.852,5294,5294,5294,0,3
36.872,5315,5315,5315,0,3
36.889,5315,5315,5315,0,3
36.922,5335,5335,5335,0,2
36.926,5335,5335,5335,0,2
36.951,5335,5335,5335,0,3
36.958,5335,5335,5335,0,25
36.973,5356,5356,5356,0,25
36.977,5356,5356,5356,0,25
36.997,5356,5356,5356,0,22
37.001,5356,5356,5356,0,22
37.024,5377,5377,5377,0,22
37.025,5377,5377,5377,0,22
37.052,5377,5377,5377,0,12
37.062,5377,5377,5377,0,13
37.075,5377,5377,5377,0,13
37.076,5399,5399,5399,0,13
37.097,5399,5399,5399,0,6
37.101,5399,5399,5399,0,6
37.125,5419,5419,5419,0,6
37.126,5419,5419,5419,0,6
37.151,5419,5419,5419,0,14
37.168,5419,5419,5419,0,19
37.175,5440,5440,5440,0,19
37.177,5440,5440,5440,0,19
37.201,5440,5440,5440,0,18
37.225,5440,5440,5440,0,18
37.226,5462,5462,5462,0,18
37.252,5462,5462,5462,0,9
37.275,5462,5462,5462,0,9
37.301,5462,5462,5462,0,2
37.327,5462,5462,5462,0,5
37.327,5483,5483,5483,0,5
37.376,5483,5483,5483,0,3
37.378,5504,5504,5504,0,3
37.430,5527,5527,5527,0,3
37.481,5548,5548,5548,0,3
37.501,5548,5548,5548,0,3
37.525,5548,5548,5548,0,2
37.531,5569,5569,5569,0,2
37.576,5569,5569,5569,0,7
37.582,5591,5591,5591,0,7
37.586,5591,5591,5591,0,2
37.633,5613,5613,5613,0,2
37.683,5635,5635,5635,0,2
37.727,5635,5635,5635,0,8
37.733,5657,5657,5657,0,8
37.750,5657,5657,5657,0,2
37.784,5679,5679,5679,0,2
37.801,5679,5679,5679,0,2
37.826,5679,5679,5679,0,14
37.834,5701,5701,5701,0,14
37.885,5723,5723,5723,0,14
37.901,5723,5723,5723,0,9
37.935,5746,5746,5746,0,2
37.950,5746,5746,5746,0,2
37.977,5746,5746,5746,0,2
37.987,5768,5768,5768,0,5
38.027,5768,5768,5768,0,11
38.036,5790,5790,5790,0,11
38.076,5790,5790,5790,0,7
38.086,5813,5813,5813,0,7
38.102,5813,5813,5813,0,3
38.137,5836,5836,5836,0,2
38.218,5836,5836,5836,0,14
38.239,5859,5859,5859,0,14
38.250,5859,5859,5859,0,3
38.277,5859,5859,5859,0,3
38.288,5859,5859,5859,0,2
38.289,5882,5882,5882,0,2
38.300,5882,5882,5882,0,3
38.339,5904,5904,5904,0,3
38.377,5904,5904,5904,0,2
38.390,5928,5928,5928,0,2
38.393,5928,5928,5928,0,2
38.400,5928,5928,5928,0,2
38.427,5928,5928,5928,0,3
38.440,5951,5951,5951,0,3
38.450,5951,5951,5951,0,2
38.491,5974,5974,5974,0,2
38.541,5997,5997,5997,0,2
38.593,6021,6021,6021,0,2
38.600,6021,6021,6021,0,17
38.627,6021,6021,6021,0,2
38.651,6021,6021,6021,0,9
38.693,6044,6044,6044,0,12
38.727,6044,6044,6044,0,5
38.743,6068,6068,6068,0,5
38.745,6068,6068,6068,0,2
38.793,6091,6091,6091,0,2
38.846,6091,6091,6091,0,18
38.883,6091,6091,6091,0,19
38.895,6115,6115,6115,0,19
38.901,6115,6115,6115,0,19
38.921,6115,6115,6115,0,18
38.926,6115,6115,6115,0,53
38.945,6138,6138,6138,0,53
38.976,6138,6138,6138,0,11
39.026,6138,6138,6138,0,6
39.045,6162,6162,6162,0,6
39.051,6162,6162,6162,0,3
39.076,6162,6162,6162,0,2
39.098,6187,6187,6187,0,2
39.098,6187,6187,6187,0,10
39.147,6211,6211,6211,0,3
39.199,6235,6235,6235,0,3
39.201,6235,6235,6235,0,3
39.227,6235,6235,6235,0,2
39.249,6259,6259,6259,0,2
39.277,6259,6259,6259,0,14
39.299,6284,6284,6284,0,2
39.301,6284,6284,6284,0,2
39.326,6284,6284,6284,0,2
39.343,6284,6284,6284,0,6
39.350,6308,6308,6308,0,6
39.377,6308,6308,6308,0,2
39.400,6333,6333,6333,0,2
39.449,6333,6333,6333,0,16
39.452,6358,6358,6358,0,16
39.484,6358,6358,6358,0,17
39.501,6382,6382,6382,0,17
39.526,6382,6382,6382,0,9
39.551,6407,6407,6407,0,9
39.552,6407,6407,6407,0,9
39.575,6407,6407,6407,0,2
39.602,6432,6432,6432,0,2
39.602,6432,6432,6432,0,2
39.624,6432,6432,6432,0,3
39.626,6432,6432,6432,0,3
39.651,6432,6432,6432,0,3
39.652,6457,6457,6457,0,3
39.659,6457,6457,6457,0,3
39.676,6457,6457,6457,0,3
39.694,6457,6457,6457,0,2
39.702,6457,6457,6457,0,2
39.703,6482,6482,6482,0,2
39.725,6482,6482,6482,0,7
39.753,6507,6507,6507,0,7
39.777,6507,6507,6507,0,15
39.799,6507,6507,6507,0,2
39.802,6507,6507,6507,0,2
39.854,6532,6532,6532,0,2
39.901,6532,6532,6532,0,9
39.905,6557,6557,6557,0,9
39.926,6557,6557,6557,0,18
39.939,6557,6557,6557,0,17
39.952,6557,6557,6557,0,17
39.956,6583,6583,6583,0,17
39.973,6583,6583,6583,0,6
40.001,6583,6583,6583,0,5
40.006,6609,6609,6609,0,5
40.025,6609,6609,6609,0,3
40.051,6609,6609,6609,0,3
40.057,6634,6634,6634,0,3
40.076,6634,6634,6634,0,3
40.081,6634,6634,6634,0,13
40.101,6634,6634,6634,0,13
40.107,6660,6660,6660,0,13
40.126,6660,6660,6660,0,13
40.151,6660,6660,6660,0,13
40.157,6686,6686,6686,0,13
40.201,6686,6686,6686,0,3
40.207,6712,6712,6712,0,3
40.252,6712,6712,6712,0,12
40.276,6712,6712,6712,0,4
40.309,6738,6738,6738,0,4
40.351,6738,6738,6738,0,3
40.358,6764,6764,6764,0,3
40.375,6764,6764,6764,0,7
40.396,6764,6764,6764,0,2
40.402,6764,6764,6764,0,2
40.409,6791,6791,6791,0,2
40.426,6791,6791,6791,0,2
40.450,6791,6791,6791,0,2
40.460,6817,6817,6817,0,4
40.476,6817,6817,6817,0,4
40.500,6817,6817,6817,0,2
40.511,6844,6844,6844,0,2
40.526,6844,6844,6844,0,2
40.536,6844,6844,6844,0,2
40.551,6844,6844,6844,0,2
40.562,6871,6871,6871,0,2
40.570,6871,6871,6871,0,2
40.576,6871,6871,6871,0,2
40.601,6871,6871,6871,0,3
40.612,6897,6897,6897,0,2
40.663,6924,6924,6924,0,2
40.702,6924,6924,6924,0,3
40.713,6951,6951,6951,0,3
40.725,6951,6951,6951,0,3
40.745,6951,6951,6951,0,7
40.752,6951,6951,6951,0,2
40.763,6978,6978,6978,0,2
40.776,6978,6978,6978,0,2
40.800,6978,6978,6978,0,2
40.813,7005,7005,7005,0,3
40.827,7005,7005,7005,0,3
40.850,7005,7005,7005,0,2
40.851,7005,7005,7005,0,14
40.864,7032,7032,7032,0,14
40.877,7032,7032,7032,0,14
40.901,7032,7032,7032,0,3
40.915,7060,7060,7060,0,3
40.952,7060,7060,7060,0,2
40.965,7087,7087,7087,0,2
40.976,7087,7087,7087,0,2
40.992,7087,7087,7087,0,3
41.000,7087,7087,7087,0,3
41.015,7115,7115,7115,0,3
41.027,7115,7115,7115,0,3
41.028,7115,7115,7115,0,2
41.051,7115,7115,7115,0,2
41.062,7115,7115,7115,0,6
41.066,7142,7142,7142,0,6
41.101,7142,7142,7142,0,22
41.116,7170,7170,7170,0,22
41.151,7170,7170,7170,0,35
41.167,7198,7198,7198,0,35
41.176,7198,7198,7198,0,35
41.201,7198,7198,7198,0,3
41.217,7226,7226,7226,0,2
41.267,7254,7254,7254,0,4
41.277,7254,7254,7254,0,4
41.301,7254,7254,7254,0,4
41.307,7254,7254,7254,0,3
41.318,7282,7282,7282,0,3
41.368,7311,7311,7311,0,11
41.400,7311,7311,7311,0,3
41.420,7339,7339,7339,0,2
41.425,7339,7339,7339,0,2
41.452,7339,7339,7339,0,2
41.470,7368,7368,7368,0,2
41.521,7397,7397,7397,0,2
41.527,7397,7397,7397,0,2
41.550,7397,7397,7397,0,2
41.602,7397,7397,7397,0,3
41.621,7426,7426,7426,0,3
41.626,7426,7426,7426,0,3
41.652,7426,7426,7426,0,8
41.671,7455,7455,7455,0,8
41.676,7455,7455,7455,0,9
41.722,7484,7484,7484,0,7
41.725,7484,7484,7484,0,7
41.728,7484,7484,7484,0,2
41.752,7484,7484,7484,0,2
41.773,7513,7513,7513,0,9
41.798,7513,7513,7513,0,18
41.823,7542,7542,7542,0,18
41.826,7542,7542,7542,0,18
41.835,7542,7542,7542,0,18
41.852,7542,7542,7542,0,18
41.873,7571,7571,7571,0,18
41.875,7571,7571,7571,0,18
41.902,7571,7571,7571,0,2
41.973,7601,7601,7601,0,14
41.977,7601,7601,7601,0,14
42.002,7601,7601,7601,0,2
42.013,7601,7601,7601,0,2
42.025,7601,7601,7601,0,3
42.074,7629,7629,7629,0,19
42.076,7629,7629,7629,0,19
42.102,7629,7629,7629,0,24
42.124,7659,7659,7659,0,24
42.149,7659,7659,7659,0,4
42.176,7689,7689,7689,0,2
42.177,7689,7689,7689,0,2
42.201,7689,7689,7689,0,9
42.226,7689,7689,7689,0,2
42.254,7689,7689,7689,0,11
42.276,7689,7689,7689,0,3
42.277,7720,7720,7720,0,3
42.302,7720,7720,7720,0,3
42.325,7720,7720,7720,0,13
42.327,7750,7750,7750,0,13
42.351,7750,7750,7750,0,13
42.361,7750,7750,7750,0,2
42.376,7750,7750,7750,0,2
42.379,7781,7781,7781,0,2
42.428,7810,7810,7810,0,2
42.452,7810,7810,7810,0,2
42.470,7810,7810,7810,0,8
42.476,7810,7810,7810,0,8
42.529,7841,7841,7841,0,8
42.537,7841,7841,7841,0,20
42.552,7841,7841,7841,0,20
42.577,7841,7841,7841,0,8
42.580,7871,7871,7871,0,8
42.602,7871,7871,7871,0,8
42.626,7871,7871,7871,0,2
42.631,7902,7902,7902,0,2
42.651,7902,7902,7902,0,2
42.676,7902,7902,7902,0,4
42.702,7902,7902,7902,0,2
42.733,7933,7933,7933,0,2
42.746,7933,7933,7933,0,16
42.775,7933,7933,7933,0,17
42.782,7963,7963,7963,0,17
42.801,7963,7963,7963,0,16
42.827,7963,7963,7963,0,16
42.833,7963,7963,7963,0,12
42.876,7963,7963,7963,0,25
42.883,7994,7994,7994,0,25
42.890,7994,7994,7994,0,3
